ID,Age, Income,MaritalSituation,hasKids,EducationalYears,EducationalDegree,Fruits,MeatProduct,FishProduct,SweetProduct,GoldProduct
1809,74,"$68,117.00 ",Alone,Yes,21,PhD,44,215,0,17,36
1810,46,"$47,682.00 ",Alone,Yes,8,2n Cycle,61,83,97,57,61
1811,49,"$83,151.00 ",In couple,No,18,Master,147,842,137,42,210
1812,52,"$58,086.00 ",Alone,Yes,21,PhD,7,62,0,0,15
1813,63,"$84,460.00 ",In couple,No,21,PhD,27,103,106,54,81
1814,59,"$66,565.00 ",Alone,Yes,12,Graduation,10,161,65,40,42
1815,52,"$23,910.00 ",Alone,Yes,12,Graduation,12,18,7,1,13
1816,53,"$35,893.00 ",Alone,Yes,12,Graduation,0,23,0,0,18
1817,48,"$71,128.00 ",Alone,Yes,12,Graduation,159,447,20,0,31
1818,32,"$38,683.00 ",In couple,Yes,8,2n Cycle,35,69,84,41,66
1819,50,"$37,150.00 ",In couple,Yes,12,Graduation,37,64,49,34,116
1820,45,"$61,064.00 ",In couple,Yes,12,Graduation,126,342,0,45,180
1821,45,"$51,650.00 ",In couple,Yes,21,PhD,3,22,2,5,7
1822,65,"$55,249.00 ",In couple,Yes,18,Master,1,19,2,0,11
1823,48,"$46,854.00 ",Alone,Yes,21,PhD,1,79,7,1,79
1824,25,"$14,421.00 ",In couple,No,5,Basic,0,2,3,3,8
1825,52,"$54,132.00 ",In couple,Yes,21,PhD,1,8,0,0,3
1826,46,"$153,924.00 ",Alone,No,12,Graduation,1,1,1,1,1
1827,43,"$64,813.00 ",In couple,Yes,12,Graduation,0,124,179,97,52
1828,51,"$61,872.00 ",In couple,Yes,18,Master,5,159,36,27,16
1829,42,"$58,025.00 ",In couple,Yes,12,Graduation,31,88,11,48,22
1830,73,"$83,790.00 ",In couple,No,18,Master,16,417,42,48,16
1831,42,"$34,350.00 ",In couple,Yes,12,Graduation,3,15,2,1,11
1832,63,"$33,438.00 ",Alone,Yes,21,PhD,1,16,3,2,6
1833,35,"$21,955.00 ",In couple,Yes,8,2n Cycle,1,7,17,14,11
1834,50,"$60,491.00 ",In couple,Yes,21,PhD,47,237,12,19,76
1835,57,"$59,304.00 ",In couple,Yes,21,PhD,61,428,80,51,10
1836,47,"$34,421.00 ",In couple,Yes,12,Graduation,3,7,6,2,9
1837,47,"$34,421.00 ",In couple,Yes,12,Graduation,3,7,6,2,9
1838,68,"$51,411.00 ",Alone,Yes,21,PhD,0,3,0,0,1
1839,63,"$71,964.00 ",Alone,No,12,Graduation,51,932,180,34,86
1840,68,"$64,504.00 ",In couple,Yes,21,PhD,36,168,16,0,108
1841,60,"$49,678.00 ",In couple,Yes,12,Graduation,5,56,3,2,20
1842,45,"$60,482.00 ",Alone,Yes,18,Master,43,134,37,14,24
1843,49,"$55,260.00 ",Alone,Yes,21,PhD,8,53,11,0,242
1844,52,"$67,369.00 ",Alone,Yes,18,Master,0,70,37,14,42
1845,59,"$47,175.00 ",In couple,Yes,18,Master,2,44,6,2,19
1846,54,"$68,743.00 ",Alone,No,12,Graduation,134,384,175,134,115
1847,40,"$56,937.00 ",In couple,Yes,21,PhD,8,125,11,8,8
1848,35,"$83,033.00 ",In couple,Yes,12,Graduation,99,431,237,149,33
1849,45,"$37,697.00 ",Alone,Yes,12,Graduation,6,21,11,4,8
1850,45,"$37,697.00 ",Alone,Yes,12,Graduation,6,21,11,4,8
1851,70,"$44,689.00 ",In couple,Yes,12,Graduation,0,5,0,0,11
1852,51,"$23,162.00 ",In couple,Yes,8,2n Cycle,3,9,19,4,22
1853,62,"$63,033.00 ",Alone,No,12,Graduation,61,480,225,112,30
1854,54,"$40,304.00 ",Alone,Yes,21,PhD,0,17,0,0,3
1855,37,"$40,059.00 ",In couple,Yes,12,Graduation,29,92,28,10,145
1856,67,"$80,067.00 ",In couple,No,12,Graduation,17,813,27,173,51
1857,40,"$36,038.00 ",Alone,Yes,21,PhD,0,15,0,2,7
1858,40,,Alone,Yes,21,PhD,0,15,0,2,7
1859,53,"$40,521.00 ",In couple,Yes,12,Graduation,0,5,0,0,4
1860,65,"$66,334.00 ",In couple,Yes,21,PhD,11,218,0,0,23
1861,37,"$11,012.00 ",Alone,Yes,12,Graduation,3,26,7,1,23
1862,45,"$31,615.00 ",Alone,Yes,12,Graduation,3,20,6,11,9
1863,50,,In couple,Yes,12,Graduation,1,16,0,0,9
1864,72,"$69,098.00 ",In couple,No,21,PhD,22,780,145,0,178
1865,70,"$70,792.00 ",Alone,No,12,Graduation,45,654,104,11,114
1866,42,"$17,688.00 ",In couple,Yes,12,Graduation,2,1,3,1,2
1867,32,"$25,443.00 ",In couple,Yes,5,Basic,4,3,8,9,7
1868,49,"$57,091.00 ",In couple,Yes,21,PhD,0,24,6,0,4
1869,40,"$24,336.00 ",Alone,Yes,8,2n Cycle,6,2,8,2,12
1870,40,"$51,111.00 ",In couple,Yes,8,2n Cycle,0,19,6,5,3
1871,49,"$44,503.00 ",Alone,Yes,12,Graduation,1,8,0,0,8
1872,50,"$56,850.00 ",In couple,Yes,18,Master,1,19,2,7,0
1873,52,"$66,582.00 ",Alone,No,21,PhD,25,420,16,38,0
1874,36,"$23,148.00 ",In couple,No,8,2n Cycle,6,8,6,3,10
1875,57,"$82,224.00 ",In couple,No,12,Graduation,26,360,138,31,40
1876,47,"$61,917.00 ",In couple,Yes,21,PhD,4,36,2,2,1
1877,55,"$43,482.00 ",In couple,Yes,12,Graduation,1,32,6,3,28
1878,42,"$68,274.00 ",Alone,Yes,12,Graduation,25,51,23,25,46
1879,47,"$42,373.00 ",Alone,Yes,12,Graduation,5,61,3,8,19
1880,67,,In couple,Yes,18,Master,0,22,0,0,24
1881,42,"$57,537.00 ",Alone,Yes,12,Graduation,56,139,51,8,100
1882,63,"$80,995.00 ",Alone,Yes,21,PhD,28,409,73,56,56
1883,45,"$30,992.00 ",Alone,Yes,12,Graduation,0,14,7,3,2
1884,45,"$30,992.00 ",Alone,Yes,12,Graduation,0,14,7,3,2
1885,50,"$78,642.00 ",In couple,Yes,21,PhD,0,322,46,35,17
1886,66,"$74,268.00 ",In couple,No,12,Graduation,66,315,97,174,41
1887,59,"$75,072.00 ",In couple,Yes,12,Graduation,34,309,0,22,125
1888,58,"$56,253.00 ",In couple,Yes,12,Graduation,0,65,7,11,5
1889,66,"$59,925.00 ",In couple,Yes,12,Graduation,21,176,19,21,56
1890,61,"$62,807.00 ",In couple,Yes,12,Graduation,28,135,10,21,99
1891,61,"$62,807.00 ",In couple,Yes,12,Graduation,28,135,10,21,99
1892,51,"$23,626.00 ",In couple,Yes,21,PhD,2,14,0,0,0
1893,45,"$46,106.00 ",In couple,Yes,18,Master,0,8,2,0,14
1894,56,"$81,168.00 ",In couple,No,12,Graduation,0,592,147,22,22
1895,42,"$27,244.00 ",In couple,Yes,12,Graduation,5,17,3,24,46
1896,64,"$26,091.00 ",In couple,Yes,12,Graduation,10,19,8,17,20
1897,64,"$26,091.00 ",In couple,Yes,12,Graduation,10,19,8,17,20
1898,52,"$43,142.00 ",In couple,Yes,18,Master,1,7,2,1,4
1899,50,"$38,232.00 ",In couple,Yes,12,Graduation,5,28,7,6,33
1900,36,"$92,533.00 ",In couple,No,12,Graduation,21,118,110,147,42
1901,76,"$63,285.00 ",Alone,No,12,Graduation,124,249,50,38,134
1902,66,"$38,946.00 ",In couple,Yes,12,Graduation,6,82,6,6,41
1903,66,"$38,946.00 ",In couple,Yes,12,Graduation,6,82,6,6,41
1904,46,"$40,233.00 ",In couple,Yes,21,PhD,4,46,0,17,2
1905,52,"$46,831.00 ",In couple,Yes,8,2n Cycle,2,10,6,4,34
1906,34,"$67,605.00 ",In couple,No,12,Graduation,28,282,184,54,54
1907,45,"$70,379.00 ",Alone,Yes,18,Master,25,142,65,67,8
1908,64,"$77,297.00 ",Alone,No,8,2n Cycle,61,109,48,122,41
1909,59,"$55,759.00 ",In couple,Yes,12,Graduation,0,85,10,7,77
1910,70,"$58,217.00 ",Alone,Yes,18,Master,1,13,3,5,13
1911,45,"$51,369.00 ",In couple,Yes,12,Graduation,7,79,0,11,182
1912,45,"$51,369.00 ",In couple,Yes,12,Graduation,7,79,0,11,182
1913,65,"$91,249.00 ",Alone,No,12,Graduation,27,119,71,108,27
1914,43,"$52,513.00 ",In couple,No,8,2n Cycle,17,241,104,188,232
1915,51,"$44,159.00 ",In couple,Yes,18,Master,2,62,24,13,7
1916,59,"$76,081.00 ",In couple,No,12,Graduation,30,415,63,33,200
1917,59,"$76,081.00 ",In couple,No,12,Graduation,30,415,63,33,200
1918,47,"$39,996.00 ",Alone,Yes,12,Graduation,0,3,0,0,1
1919,48,"$55,012.00 ",In couple,Yes,21,PhD,0,65,0,0,13
1920,74,"$77,457.00 ",Alone,No,12,Graduation,11,400,15,45,11
1921,58,"$80,695.00 ",Alone,No,12,Graduation,129,984,193,37,18
1922,65,"$71,866.00 ",In couple,Yes,12,Graduation,178,178,103,39,33
1923,39,"$73,450.00 ",In couple,No,18,Master,51,415,90,69,37
1924,77,"$55,614.00 ",Alone,No,21,PhD,13,131,8,0,26
1925,72,"$156,924.00 ",In couple,No,21,PhD,1,2,1,1,1
1926,54,"$30,753.00 ",In couple,Yes,8,2n Cycle,5,25,0,9,30
1927,65,"$54,603.00 ",In couple,Yes,18,Master,13,46,17,2,4
1928,46,"$22,280.00 ",In couple,Yes,12,Graduation,1,4,3,1,2
1929,70,"$59,385.00 ",In couple,Yes,18,Master,0,10,0,4,36
1930,66,"$76,998.00 ",In couple,Yes,12,Graduation,89,161,69,35,107
1931,50,"$80,573.00 ",In couple,No,18,Master,138,430,60,92,15
1932,50,"$80,573.00 ",In couple,No,18,Master,138,430,60,92,15
1933,39,"$24,711.00 ",In couple,No,12,Graduation,7,25,6,3,7
1934,62,"$38,829.00 ",In couple,Yes,21,PhD,0,7,0,0,16
1935,47,"$71,466.00 ",Alone,No,21,PhD,12,546,78,182,0
1936,65,"$28,839.00 ",In couple,Yes,18,Master,0,7,0,0,1
1937,70,"$53,790.00 ",In couple,Yes,12,Graduation,42,127,28,5,5
1938,70,"$73,705.00 ",Alone,Yes,18,Master,91,520,258,107,107
1939,39,"$22,448.00 ",In couple,Yes,12,Graduation,1,8,23,2,18
1940,45,"$12,571.00 ",Alone,Yes,12,Graduation,5,14,2,12,17
1941,61,"$73,113.00 ",In couple,No,18,Master,19,154,50,9,28
1942,31,"$35,765.00 ",In couple,Yes,12,Graduation,3,30,0,5,15
1943,55,"$46,734.00 ",Alone,Yes,21,PhD,1,39,6,1,76
1944,58,"$66,313.00 ",In couple,Yes,21,PhD,7,99,10,22,7
1945,64,"$68,148.00 ",In couple,No,18,Master,66,408,37,57,85
1946,56,"$44,393.00 ",In couple,Yes,12,Graduation,2,20,2,2,10
1947,35,"$38,197.00 ",In couple,Yes,21,PhD,0,11,2,1,3
1948,75,"$51,012.00 ",In couple,No,21,PhD,9,63,2,9,24
1949,75,"$51,012.00 ",In couple,No,21,PhD,9,63,2,9,24
1950,61,"$13,672.00 ",In couple,Yes,12,Graduation,2,9,2,1,5
1951,68,"$41,452.00 ",In couple,Yes,12,Graduation,0,3,0,0,0
1952,39,"$42,081.00 ",In couple,Yes,12,Graduation,10,110,54,6,27
1953,35,"$14,906.00 ",Alone,No,5,Basic,7,14,7,16,15
1954,36,"$33,812.00 ",Alone,Yes,8,2n Cycle,17,19,30,24,39
1955,46,"$46,098.00 ",Alone,Yes,18,Master,0,27,0,0,36
1956,46,"$46,098.00 ",Alone,Yes,18,Master,0,27,0,0,36
1957,46,"$46,098.00 ",Alone,Yes,18,Master,0,27,0,0,36
1958,65,"$53,230.00 ",In couple,Yes,8,2n Cycle,72,98,136,21,229
1959,32,"$88,420.00 ",In couple,No,18,Master,153,612,99,95,153
1960,58,"$39,548.00 ",Alone,Yes,8,2n Cycle,4,10,3,4,18
1961,68,"$61,278.00 ",In couple,Yes,12,Graduation,3,28,2,6,15
1962,57,"$81,246.00 ",Alone,No,12,Graduation,190,537,61,156,37
1963,46,"$58,330.00 ",Alone,Yes,12,Graduation,53,213,104,98,151
1964,46,"$58,330.00 ",Alone,Yes,12,Graduation,53,213,104,98,151
1965,54,"$65,777.00 ",In couple,No,12,Graduation,32,435,28,32,54
1966,41,"$70,829.00 ",In couple,Yes,8,2n Cycle,70,106,72,19,23
1967,48,,In couple,No,18,Master,37,359,98,28,18
1968,59,"$59,247.00 ",Alone,Yes,18,Master,9,122,19,14,83
1969,54,"$25,930.00 ",Alone,Yes,12,Graduation,1,2,2,0,4
1970,62,"$54,753.00 ",In couple,Yes,12,Graduation,107,227,7,59,131
1971,47,"$28,440.00 ",In couple,Yes,21,PhD,1,24,0,0,0
1972,48,"$23,559.00 ",In couple,Yes,8,2n Cycle,5,19,7,0,23
1973,69,"$62,335.00 ",Alone,Yes,12,Graduation,131,217,85,6,26
1974,42,"$63,777.00 ",In couple,Yes,12,Graduation,5,106,15,17,53
1975,49,"$59,666.00 ",In couple,Yes,12,Graduation,53,178,23,17,133
1976,65,"$50,965.00 ",In couple,Yes,18,Master,13,85,8,6,29
1977,56,"$71,488.00 ",In couple,No,8,2n Cycle,33,124,40,28,172
1978,69,"$72,228.00 ",Alone,No,12,Graduation,28,491,30,14,56
1979,68,"$46,231.00 ",Alone,Yes,21,PhD,2,55,0,5,12
1980,47,"$75,702.00 ",In couple,Yes,12,Graduation,0,629,145,37,37
1981,50,"$43,300.00 ",Alone,Yes,12,Graduation,3,52,2,1,31
1982,64,"$78,618.00 ",In couple,No,12,Graduation,163,818,212,163,61
1983,63,,In couple,Yes,12,Graduation,4,12,2,2,6
1984,36,"$29,760.00 ",Alone,Yes,12,Graduation,4,68,7,5,17
1985,36,"$29,760.00 ",Alone,Yes,12,Graduation,4,68,7,5,17
1986,59,"$50,127.00 ",In couple,Yes,12,Graduation,0,21,4,6,15
1987,33,"$29,604.00 ",In couple,Yes,12,Graduation,6,13,7,6,14
1988,69,"$49,413.00 ",In couple,Yes,12,Graduation,7,41,3,2,46
1989,63,"$51,876.00 ",In couple,No,12,Graduation,27,102,28,48,6
1990,47,"$45,837.00 ",In couple,Yes,12,Graduation,13,87,17,17,24
1991,59,"$85,696.00 ",Alone,No,21,PhD,76,395,116,0,12
1992,59,"$85,696.00 ",Alone,No,21,PhD,76,395,116,0,12
1993,59,"$59,432.00 ",Alone,Yes,18,Master,25,265,25,19,12
1994,70,"$43,185.00 ",Alone,Yes,12,Graduation,6,42,16,6,30
1995,46,"$60,631.00 ",In couple,Yes,21,PhD,6,65,0,6,19
1996,36,"$20,559.00 ",In couple,Yes,18,Master,1,29,3,0,7
1997,65,"$50,898.00 ",In couple,Yes,18,Master,28,242,55,114,135
1998,43,"$73,807.00 ",In couple,Yes,12,Graduation,124,156,71,78,54
1999,65,"$14,661.00 ",In couple,No,18,Master,1,11,6,2,2
2000,67,"$36,807.00 ",In couple,Yes,12,Graduation,2,5,0,0,5
2001,46,"$46,772.00 ",In couple,Yes,8,2n Cycle,104,189,197,151,57
2002,74,"$81,574.00 ",In couple,No,21,PhD,0,465,46,35,0
2003,45,"$30,772.00 ",In couple,Yes,12,Graduation,2,4,2,1,4
2004,43,"$46,377.00 ",In couple,Yes,21,PhD,0,46,4,3,0
2005,47,"$78,128.00 ",In couple,Yes,21,PhD,24,230,16,24,36
2006,49,"$83,443.00 ",In couple,No,21,PhD,42,742,55,56,84
2007,61,"$50,523.00 ",In couple,Yes,8,2n Cycle,4,24,4,7,1
2008,56,"$47,009.00 ",In couple,Yes,12,Graduation,45,73,59,10,90
2009,54,"$37,054.00 ",In couple,Yes,18,Master,1,6,0,1,5
2010,50,"$32,011.00 ",In couple,Yes,21,PhD,0,15,2,1,5
2011,59,"$82,122.00 ",In couple,No,8,2n Cycle,22,350,151,25,100
2012,46,"$70,300.00 ",Alone,Yes,12,Graduation,61,338,60,46,46
2013,45,"$21,024.00 ",In couple,No,18,Master,4,18,6,2,18
2014,53,"$34,916.00 ",In couple,Yes,12,Graduation,23,82,33,0,42
2015,54,"$27,943.00 ",In couple,Yes,12,Graduation,1,16,4,1,3
2016,50,"$39,791.00 ",In couple,Yes,18,Master,15,27,13,13,21
2017,56,"$62,745.00 ",In couple,Yes,21,PhD,21,464,28,10,32
2018,52,"$18,589.00 ",Alone,No,12,Graduation,4,25,15,12,13
2019,45,"$85,606.00 ",In couple,Yes,12,Graduation,42,864,219,30,84
2020,70,"$26,997.00 ",In couple,No,5,Basic,23,78,133,49,144
2021,60,"$82,332.00 ",Alone,No,12,Graduation,59,968,51,79,19
2022,51,"$38,853.00 ",In couple,Yes,21,PhD,0,14,0,0,2
2023,53,"$27,071.00 ",Alone,Yes,18,Master,3,19,0,2,3
2024,67,"$90,933.00 ",Alone,No,21,PhD,31,430,62,63,79
2025,55,"$65,814.00 ",In couple,Yes,21,PhD,14,113,10,14,35
2026,63,"$74,250.00 ",In couple,No,21,PhD,11,392,75,0,0
2027,45,"$33,181.00 ",In couple,Yes,18,Master,0,3,0,0,4
2028,77,"$45,006.00 ",Alone,No,18,Master,25,53,16,0,10
2029,63,"$42,315.00 ",In couple,Yes,18,Master,15,80,17,11,80
2030,71,"$48,699.00 ",In couple,Yes,21,PhD,1,10,2,0,1
2031,67,"$59,111.00 ",In couple,No,12,Graduation,0,134,28,28,155
2032,66,"$48,726.00 ",In couple,Yes,12,Graduation,3,38,4,0,59
2033,66,"$37,244.00 ",Alone,Yes,12,Graduation,2,10,0,0,25
2034,51,"$74,854.00 ",In couple,Yes,12,Graduation,59,487,58,29,73
2035,57,"$60,896.00 ",In couple,Yes,21,PhD,30,399,60,46,153
2036,33,"$67,546.00 ",In couple,No,21,PhD,134,768,150,38,172
2037,33,"$67,546.00 ",In couple,No,21,PhD,134,768,150,38,172
2038,34,"$46,923.00 ",Alone,Yes,12,Graduation,44,54,102,78,6
2039,49,"$38,988.00 ",In couple,Yes,12,Graduation,24,103,12,3,42
2040,50,"$49,118.00 ",Alone,No,8,2n Cycle,54,239,99,98,119
2041,43,"$27,683.00 ",In couple,Yes,21,PhD,9,121,12,12,45
2042,47,"$39,190.00 ",Alone,Yes,21,PhD,8,18,19,8,12
2043,40,"$56,981.00 ",Alone,No,12,Graduation,48,217,32,12,24
2044,37,"$23,228.00 ",In couple,Yes,12,Graduation,3,49,7,4,5
2045,37,"$90,000.00 ",In couple,No,12,Graduation,144,133,94,192,241
2046,68,"$55,707.00 ",In couple,Yes,21,PhD,7,82,30,66,35
2047,32,"$9,255.00 ",Alone,Yes,12,Graduation,0,7,2,0,4
2048,44,"$42,997.00 ",Alone,Yes,21,PhD,0,5,0,1,5
2049,62,"$71,232.00 ",In couple,Yes,12,Graduation,17,170,34,26,17
2050,67,"$57,744.00 ",In couple,Yes,21,PhD,3,39,0,0,19
2051,55,"$33,585.00 ",In couple,Yes,18,Master,11,33,13,6,29
2052,56,"$46,891.00 ",In couple,Yes,8,2n Cycle,12,23,29,15,61
2053,56,"$46,891.00 ",In couple,Yes,8,2n Cycle,12,23,29,15,61
2054,65,"$50,387.00 ",In couple,Yes,12,Graduation,9,87,12,14,34
2055,52,"$76,653.00 ",In couple,No,12,Graduation,63,946,219,189,126
2056,65,"$76,542.00 ",In couple,No,21,PhD,73,573,0,29,14
2057,72,"$76,995.00 ",In couple,Yes,18,Master,80,498,0,16,176
2058,43,"$38,415.00 ",In couple,Yes,12,Graduation,1,13,4,0,4
2059,65,"$22,304.00 ",Alone,No,12,Graduation,2,7,0,4,2
2060,69,"$75,127.00 ",Alone,No,12,Graduation,35,305,46,17,227
2061,69,"$75,127.00 ",Alone,No,12,Graduation,35,305,46,17,227
2062,68,"$39,722.00 ",In couple,Yes,12,Graduation,0,5,2,0,8
2063,55,"$7,144.00 ",Alone,Yes,21,PhD,4,33,5,2,291
2064,44,"$39,771.00 ",In couple,Yes,12,Graduation,2,18,2,8,14
2065,49,"$42,618.00 ",Alone,Yes,18,Master,14,74,13,5,10
2066,63,"$51,518.00 ",In couple,Yes,21,PhD,8,66,17,4,4
2067,49,"$74,716.00 ",In couple,Yes,12,Graduation,27,421,13,195,71
2068,46,"$33,955.00 ",Alone,Yes,12,Graduation,2,128,23,7,10
2069,67,"$45,736.00 ",In couple,Yes,18,Master,3,180,20,3,43
2070,50,"$31,632.00 ",Alone,No,12,Graduation,8,12,11,15,32
2071,47,"$60,093.00 ",In couple,Yes,12,Graduation,12,109,16,6,90
2072,52,"$30,822.00 ",Alone,Yes,12,Graduation,9,13,2,12,12
2073,53,"$41,728.00 ",In couple,Yes,12,Graduation,6,15,3,5,13
2074,63,"$80,739.00 ",In couple,No,18,Master,92,736,39,0,92
2075,30,"$49,767.00 ",Alone,No,12,Graduation,47,197,55,42,149
2076,40,"$34,445.00 ",In couple,No,5,Basic,122,122,208,129,30
2077,70,"$67,046.00 ",Alone,Yes,12,Graduation,35,133,23,151,107
2078,56,"$73,538.00 ",In couple,Yes,12,Graduation,76,428,99,137,107
2079,55,"$80,398.00 ",In couple,No,12,Graduation,51,936,207,35,26
2080,65,"$52,973.00 ",In couple,Yes,18,Master,0,76,12,9,199
2081,67,"$38,998.00 ",In couple,Yes,12,Graduation,1,14,0,0,5
2082,67,"$38,998.00 ",In couple,Yes,12,Graduation,1,14,0,0,5
2083,63,"$26,490.00 ",In couple,No,8,2n Cycle,47,52,21,20,25
2084,63,"$26,490.00 ",In couple,No,8,2n Cycle,47,52,21,20,25
2085,33,"$23,331.00 ",In couple,Yes,8,2n Cycle,36,7,0,10,45
2086,60,"$60,544.00 ",In couple,Yes,12,Graduation,2,43,3,5,35
2087,60,"$60,544.00 ",In couple,Yes,12,Graduation,2,43,3,5,35
2088,50,"$49,269.00 ",In couple,Yes,21,PhD,8,166,11,8,58
2089,71,"$27,203.00 ",In couple,Yes,12,Graduation,2,21,4,0,24
2090,33,"$45,204.00 ",In couple,Yes,8,2n Cycle,11,25,29,1,18
2091,43,"$67,023.00 ",In couple,No,12,Graduation,44,382,11,8,17
2092,43,"$77,583.00 ",In couple,No,12,Graduation,23,384,250,12,108
2093,38,"$76,630.00 ",In couple,No,12,Graduation,31,446,40,56,175
2094,61,"$47,353.00 ",In couple,Yes,18,Master,2,19,8,8,4
2095,57,"$48,920.00 ",In couple,Yes,12,Graduation,17,68,8,10,6
2096,74,"$67,472.00 ",In couple,Yes,21,PhD,31,127,8,17,69
2097,57,"$64,100.00 ",In couple,Yes,18,Master,0,27,0,0,10
2098,33,"$38,872.00 ",In couple,Yes,12,Graduation,3,21,3,19,22
2099,59,"$72,217.00 ",Alone,No,18,Master,42,450,55,56,154
2100,34,"$15,038.00 ",Alone,Yes,5,Basic,8,11,19,12,26
2101,45,"$13,624.00 ",In couple,Yes,12,Graduation,2,15,2,1,6
2102,43,"$42,554.00 ",In couple,Yes,12,Graduation,1,11,0,0,0
2103,35,"$71,952.00 ",In couple,Yes,12,Graduation,80,455,52,107,93
2104,35,"$71,952.00 ",In couple,Yes,12,Graduation,80,455,52,107,93
2105,50,"$78,041.00 ",In couple,No,8,2n Cycle,35,553,72,160,17
2106,57,"$63,972.00 ",Alone,Yes,18,Master,63,254,0,12,12
2107,64,"$52,852.00 ",In couple,Yes,12,Graduation,8,99,11,0,47
2108,49,"$62,010.00 ",In couple,Yes,21,PhD,22,39,6,0,92
2109,61,"$83,151.00 ",In couple,No,18,Master,28,100,120,74,18
2110,54,"$77,870.00 ",In couple,Yes,12,Graduation,50,500,65,50,133
2111,44,"$46,931.00 ",In couple,Yes,12,Graduation,0,17,3,1,16
2112,44,"$85,072.00 ",Alone,No,12,Graduation,92,391,194,11,241
2113,34,"$73,395.00 ",In couple,No,18,Master,7,80,20,7,11
2114,69,"$62,307.00 ",Alone,Yes,12,Graduation,13,34,10,6,10
2115,40,"$58,293.00 ",In couple,Yes,21,PhD,43,118,46,27,15
2116,47,"$47,889.00 ",In couple,Yes,12,Graduation,0,29,0,5,4
2117,42,"$24,594.00 ",In couple,Yes,5,Basic,3,6,10,0,9
2118,42,"$24,594.00 ",In couple,Yes,5,Basic,3,6,10,0,9
2119,56,"$69,882.00 ",Alone,No,18,Master,127,635,132,127,165
2120,62,"$24,221.00 ",In couple,No,12,Graduation,9,9,2,5,22
2121,36,"$22,327.00 ",Alone,Yes,12,Graduation,4,8,2,0,5
2122,60,"$61,923.00 ",In couple,Yes,18,Master,4,18,3,3,6
2123,56,"$35,791.00 ",Alone,Yes,18,Master,0,5,0,0,3
2124,56,"$35,791.00 ",Alone,Yes,18,Master,0,5,0,0,3
2125,31,"$91,172.00 ",Alone,No,18,Master,28,818,0,28,56
2126,54,"$35,441.00 ",In couple,Yes,12,Graduation,1,9,2,1,1
2127,51,"$19,656.00 ",In couple,Yes,12,Graduation,4,9,6,8,32
2128,34,"$7,500.00 ",In couple,No,12,Graduation,2,3,4,1,5
2129,42,"$71,626.00 ",In couple,No,12,Graduation,72,376,94,145,72
2130,44,"$75,330.00 ",In couple,Yes,12,Graduation,82,257,93,61,61
2131,45,"$34,529.00 ",In couple,Yes,18,Master,6,38,3,6,41
2132,29,"$48,789.00 ",Alone,No,12,Graduation,16,156,7,5,145
2133,44,"$34,487.00 ",Alone,Yes,21,PhD,18,33,24,1,8
2134,48,"$35,688.00 ",In couple,Yes,8,2n Cycle,3,90,12,1,32
2135,48,"$35,688.00 ",In couple,Yes,8,2n Cycle,3,90,12,1,32
2136,69,"$53,700.00 ",Alone,Yes,12,Graduation,5,233,69,41,83
2137,34,"$73,454.00 ",Alone,No,18,Master,73,351,56,14,175
2138,64,"$71,113.00 ",In couple,Yes,12,Graduation,33,255,11,33,8
2139,66,,Alone,Yes,12,Graduation,0,21,12,6,147
2140,41,"$31,535.00 ",In couple,Yes,18,Master,4,13,0,0,19
2141,68,"$80,812.00 ",In couple,No,12,Graduation,22,500,210,143,33
2142,39,"$40,479.00 ",In couple,Yes,12,Graduation,0,8,2,0,0
2143,61,"$29,440.00 ",In couple,Yes,12,Graduation,8,14,10,4,3
2144,35,"$38,508.00 ",In couple,Yes,12,Graduation,19,206,25,19,54
2145,38,"$69,520.00 ",In couple,No,12,Graduation,120,414,121,80,93
2146,57,"$18,701.00 ",Alone,Yes,12,Graduation,4,2,10,6,10
2147,57,"$18,701.00 ",Alone,Yes,12,Graduation,4,2,10,6,10
2148,52,"$69,901.00 ",Alone,Yes,12,Graduation,21,206,102,92,149
2149,68,"$47,703.00 ",In couple,Yes,12,Graduation,0,134,13,26,123
2150,30,"$86,037.00 ",Alone,No,12,Graduation,44,125,29,20,22
2151,43,"$71,847.00 ",Alone,No,12,Graduation,21,106,55,63,210
2152,50,"$42,033.00 ",In couple,Yes,8,2n Cycle,1,4,2,0,7
2153,57,"$51,983.00 ",Alone,Yes,12,Graduation,0,115,10,7,30
2154,33,"$68,655.00 ",Alone,No,12,Graduation,19,832,75,118,38
2155,33,"$68,655.00 ",Alone,No,12,Graduation,19,832,75,118,38
2156,62,"$38,285.00 ",In couple,Yes,12,Graduation,0,5,2,0,1
2157,51,"$79,419.00 ",In couple,No,18,Master,127,687,20,15,31
2158,46,"$57,338.00 ",Alone,Yes,12,Graduation,6,52,11,8,17
2159,57,"$42,523.00 ",In couple,No,12,Graduation,36,11,3,26,35
2160,57,"$42,523.00 ",In couple,No,12,Graduation,36,11,3,26,35
2161,37,"$31,761.00 ",In couple,Yes,12,Graduation,1,20,16,14,28
2162,52,"$65,747.00 ",In couple,Yes,12,Graduation,17,48,23,13,13
2163,61,"$17,144.00 ",In couple,Yes,18,Master,2,19,0,2,6
2164,61,"$17,144.00 ",In couple,Yes,18,Master,2,19,0,2,6
2165,70,,Alone,Yes,12,Graduation,5,48,6,10,7
2166,56,"$84,618.00 ",In couple,No,21,PhD,100,801,21,66,0
